,text,prod_id,ubp_score
2170,wass vanillecrèm 18 vollmilch pflanzlich ole koko ganz har palmk ganz har koko palm gluco magermilchpulv zuck eigelb bodenhaltung emulgator e 472b e 472 vanilleextrak arom verdickungsmittel guarkernmehl e 415 e 407 kochsalz jodier vanillesam farbstoff caroti marzipa 16 zuck mandel wass feuchthaltemittel sorbi inverta glucosesirup modifizier kartoffelstark farbstoff e 100 e 131 zuck pflanzlich ole fett koko ganz har palmk ganz har koko palm vollei bodenhaltung weizenmehl gluco magermilchpulv milchzuck maltodextri emulgator e 471 e 472a e 472b e 475 eigelb bodenhaltung stabilisator cellulo e 340 e 450 feuchthaltemittel glyceri milchprotei liermittel e 401 e 415 weizenprotei wachsmaisstark arom verdickungsmittel e 516 guarkernmehl trennmittel e 470a e 341 konservierungsstoff e 281 malzmehl rst kann nuss sesam soja enthal,43725,E
2171,wass zuck aprikosenzubereitung 13 zuck glucosesirup wass aprikosenpuree antioxidationsmittel ascorbinsaur liermittel pekti sauerungsmittel citronensaur sonnenblumenol konservierungsstoff e 202 arom crèmepulv 11 zuck magermilchpulv modifizier kartoffelstark palmfett liermittel e 401 stabilisator e 450 arom farbstoff e 101 e 160b weizenmehl eigelb bodenhaltung glucosesirup pflanzlich ole koko ganz har palmk ganz har sonnenblum koko palm huhnereieiweisspulv bodenhaltung fettarm kakaopulv weizenstark emulgator e 471 e 475 milchzuck weizenprotei magermilchpulv caramelzuck reismehl arom schaummittel e 472b konservierungsstoff e 202 malzmehl rst kann nuss sesam soja enthal,43732,E
2172,weizenmehl zuck pflanzenmargari palmol rapsol wass emulgator e 471 vollei bodenhaltung nougatcrèm 5 zuck pflanzlich ole sonnenblum palm haselnuss kakaopulv magermilchpulv emulgator sojalecithi naturlich arom schokolad 4 zuck kakaomass kakaobutt emulgator sojalecithi naturlich vanillearoma mandel reis 3 kondensmilch zuck gluco magermilchpulv modifizier wachsmaisstark huhnereieiweisspulv bodenhaltung feuchthaltemittel glyceri weizenprotei reisstark rapsol weizenstark arom backtriebmittel e 500 e 450 palmfett kochsalz bittermandel malzmehl rst milchzuck trennmittel e 170 e 470a kann nuss sesam enthal,43744,E
2173,zuck weizenmehl pflanzenmargari palmol rapsol wass emulgator e 471 vollei bodenhaltung wass mandel 5 reis 4 kondensmilch zuck gluco magermilchpulv modifizier wachsmaisstark huhnereieiweisspulv bodenhaltung feuchthaltemittel glyceri weizenprotei reisstark weizenstark arom backtriebmittel e 500 e 450 palmfett kochsalz bittermandel malzmehl rst milchzuck trennmittel e 170 e 470a kann nuss sesam soja enthal,43747,E
2174,weizenmehl zuck orangea 13 orangenschal zuck glucosesirup konservierungsstoff natriummetabisulfi weizensauerteig 6 butt eigelb bodenhaltung huhnereieiweiss bodenhaltung mandel palmfett kakaobutt magermilchpulv reismehl modifizier kartoffelstark mandelmehl emulgator e 471 honig milchzuck malzmehl weiz kochsalz jodier huhnereieiweisspulv bodenhaltung arom konservierungsstoff e 202 stabilisator e 1505 kann nuss sesam soja enthal,43751,E
2175,zuck eiweiss eier bodenhaltung weizenmehl pflanzenfett palmkernol palmol mandel 11 butt honig konservierungsstoff e 200 haselnuss cashewnuss jodier kochsalz bittermandel,43766,E
2176,weizenmehl sultani 16 zuck wass weizensauerteig 7 eigelb bodenhaltung butt zedra 35 zuck glucosesirup zedernschal konservierungsstoff natriummetabisulfi orangea 25 zuck glucosesirup orangenschal konservierungsstoff natriummetabisulfi kandier melo 25 zuck glucosesirup melo farb fruchtsaftkonzentra holu konservierungsstoff natriummetabisulfi emulgator e 471 invertzuckersirup arom kochsalz jodier kann nuss sesam soja enthal,43775,E
2177,weizenmehl heidelbeerzubereitung 30 zuck heidelbeer wass glucosefructosesirup modifizier maisstark sauerungsmittel citronensaur liermittel pekti verdickungsmittel cellulo konservierungsstoff e 202 naturlich arom pflanzenmargari palmol rapsol wass emulgator e 471 zuck aprikosenzubereitung zuck aprikosenpuree glucosesirup gluco liermittel pekti sauerungsmittel citronensaur e 333 naturlich arom feuchthaltemittel glyceri weizenprotei invertzuckersirup kochsalz jodier backtriebmittel e 503 konservierungsstoff e 202 sauerungsmittel citronensaur malzmehl rst arom kann nuss sesam soja eier milch enthal,43786,E
2178,weizenmehl zuck pflanzenmargari palmol rapsol wass emulgator mono diglycerid speisefettsaur polyglyceri speisefettsaur sauerungsmittel citronensaur mandel koch 18 cremepulv zuck magermilchpulv modifizier kartoffelstark palmfett arom verdickungsmittel natriumalgina stabilisator diphospha farbstoff riboflavi annatto weizenprotei vollei bodenhaltung kochsalz jodier bittermandel 03 arom zitronensaftkonzentra liermittel pekti rstenmalzmehl konservierungsstoff kaliumsorba kann enthal sojaboh schwefeldioxid sulfi sesamsam,43787,E
2179,zuck sonnenblumenol vollei bodenhaltung weizenmehl haselnuss 11 schokolad 8 kakaomass zuck kakaobutt naturlich vanillearoma feuchthaltemittel glyceri weizenprotei emulgator e 471 backtriebmittel e 450 e 500 kochsalz jodier arom liermittel e 415 weizenstark malzmehl rst kann nuss sesam milch soja enthal,43789,E
2180,weizenmehl zuck pflanzenmargari palmol rapsol wass emulgator e 471 e 475 sauerungsmittel citronensaur haselnuss 15 vollei bodenhaltung weizenprotei kochsalz jodier crèmepulv zuck magermilchpulv modifizier kartoffelstark palmfett liermittel e 401 stabilisator e 450 arom hartweizenmehl arom haselnussextrak emulgator e 471 sojalecithi liermittel pekti sauerungsmittel citronensaur saureregulator e 331 malzmehl rst konservierungsstoff e 202 hef kann nuss sesam enthal,43792,E
2181,zuck weizenmehl wass pflanzenmargari palmol rapsol wass emulgator e 471 fettglasur 9 zuck pflanzlich ole palm sonnenblum fettarm kakaopulv emulgator sojalecithi arom aprikosenzubereitung zuck glucosesirup wass aprikosenpuree liermittel pekti sauerungsmittel citronensaur sonnenblumenol konservierungsstoff e 202 antioxidationsmittel ascorbinsaur arom vollei bodenhaltung haselnuss 4 weizenstark huhnereieiweisspulv bodenhaltung fettarm kakaopulv backtriebmittel e 500 e 450 weizenprotei zim feuchthaltemittel glyceri magermilchpulv vollmilchpulv malzmehl rst arom milchzuck kann nuss sesam enthal,43803,E
2182,treidemehl weiz rogg dinkel zuck mandel 7 honig pflanzenmargari palmol rapsol wass emulgator e 471 soja glucosesirup vollei bodenhaltung kartoffelflock weizenprotei feuchthaltemittel sorbi inverta magermilchpulv wurz backtriebmittel e 503 e 501 caramelzuck haselnuss milchzuck pflanzlich protei erb kartoffel arom sauerungsmittel citronensaur sonnenblumenol malzmehl rst kochsalz maltodextri wachsmaisstark kann nuss sesam enthal,43811,E
2183,zuck weizenmehl vollei bodenhaltung sonnenblumenol schokolad 10 zuck kakaomass kakaobutt emulgator sojalecithi feuchthaltemittel glyceri arom weizenprotei backtriebmittel e 450 e 500 magermilchpulv weizenstark milchzuck kochsalz jodier malzmehl rst kann nuss sesam enthal,43813,E
2184,zuck weizenmehl rapsol vollei bodenhaltung feuchthaltemittel glyceri zitronensaf 3 mandel 2 weizenprotei emulgator e 471 backtriebmittel e 500 e 450 weizenstark naturlich zitronenaroma naturlich arom 03 kochsalz jodier liermittel e 415 malzmehl rst kann nuss milch sesam soja enthal,43818,E
2185,weizenmehl schokolad 23 zuck kakaomass kakaobutt emulgator sonnenblumenlecithi arom pflanzlich ole palm rap vollei bodenhaltung zuck pflanzenmargari palmol rapsol wass emulgator e 471 hef magermilchpulv emulgator e 471 weizenprotei kochsalz jodier milchzuck weizenstark malzmehl rst mehlbehandlungsmittel ascorbinsaur kann nuss sesam soja enthal,43819,E
2186,zuck weizenmehl rapsol vollei 19 bodenhaltung feuchthaltemittel glyceri schokolad 3 kakaomass zuck kakaobutt emulgator sojalecithi naturlich vanillearoma weizenprotei emulgator e 471 backtriebmittel e 500 e 450 weizenstark fettarm kakaopulv kochsalz jodier naturlich vanillearoma liermittel e 415 malzmehl rst kann nuss sesam milch enthal,43823,E
2187,weizenmehl zuck pflanzenmargari palmol rapsol wass emulgator e 471 baumnuss 13 vollmilch schokolad 8 zuck kakaomass kakaobutt emulgator e 476 sojalecithi honig vollei bodenhaltung butt butterreinfett weizenprotei trock glucosesirup backtriebmittel e 503 malzmehl rst zitronensaf kann nuss sesam enthal,43825,E
2188,weizenmehl zuck haselnuss 11 pflanzenmargari palmol rapsol wass emulgator e 471 invertzuckersirup wass hartweizenmehl vollei bodenhaltung weizenprotei hef magermilchpulv kochsalz jodier milchzuck naturlich zitronenaroma naturlich arom malzmehl rst kann nuss sesam soja enthal,43826,E
2189,zuck vollei bodenhaltung schokolad 16 kakaomass zuck kakaobutt emulgator sojalecithi naturlich vanillearoma rapsol weizenmehl haselnuss 9 feuchthaltemittel glyceri fettarm kakaopulv backtriebmittel e 500 e 450 weizenprotei emulgator e 471 weizenstark kochsalz jodier liermittel e 415 malzmehl rst kann nuss milch sesam enthal,43828,E
2190,weizenmehl wass zuck haselnuss 11 pflanzenmargari palmol rapsol wass emulgator e 471 invertzuckersirup hartweizenmehl vollei bodenhaltung weizenprotei hef arom magermilchpulv kochsalz jodier milchzuck malzmehl rst kann nuss sesam soja enthal,43831,E
2191,traub,43836,A
2192,traub,43838,A
2193,orang,43843,E
2194,traub,43846,A
2195,traub,43850,A
2196,traub,43858,A
2197,clementi,43860,D
2198,traub,43861,A
2199,pfirsisch,43886,D
2200,heidelbeer,43896,C
2201,kiwi,43903,A
2202,melo,43912,A
2203,mango,43920,C
2204,melo,43924,A
2205,kaki,43933,C
2206,kiwi,43934,A
2207,avocado,43943,B
2208,brombeer,43946,C
2209,bir,43987,D
2210,kakaomass sussungsmittel isomal acesulfam k aspartam kakaobutt kakaopulv naturlich aroma kakao 72 mind kann milch haselnuss mandel soja spur schalenfruch nuss enthal,44034,E
2211,zuck kakaomass kakaobutt vollmilchpulv haselnuss splitt mahl 7 butterreinfett emulgator sojalecithi naturlich aroma kakao 31 mind milchschokolad milch 25 mind milchschokolad kakao 44 mind dunkl schokolad kann mandel eier glu spur schalenfruch nuss enthal,44039,E
2212,rohrzuck vollmilchpulv kakaobutt haselnuss 17 kakaomass vanilleextrak kakao 34 mind schokolad kann mandel soja spur schalenfruch nuss enthal,44043,E
2213,mandel 40 zuck kakaobutt vollmilchpulv kakaomass emulgator sojalecithi naturlich aroma kakao 34 mind schokolad milch 20 mind schokolad kann haselnuss spur schalenfruch nuss enthal,44059,E
2214,zuck haselnuss splitt mahl 16 kakaobutt kakaomass magermilchpulv vollmilchpulv kakaopulv kokosol palmol mandel mahl emulgator sojalecithi naturlich arom kann glu eier spur schalenfruch nuss enthal,44074,E
2215,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurzmischung traubenzuck glucosesirup antioxidationsmittel e 301 e 331,44085,E
2216,rindfleisch speck schweinefleisch schwar nitritpokelsalz kochsalz konservierungsstoff e 250 rotwei enthal sulfi wurzmischung enthal senf schmacksverstark mononatriumglutama maltodextri traubenzuck antioxidationsmittel e 301 aroma essbar hull kollag enthal senf sulfi,44091,E
2217,schweinefleisch speck nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck arom wurz antioxidationsmittel e 301 konservierungsstoff e 252 hull verzehr eign uberzug maisstark,44097,E
2218,schweinefleisch wass nitritpokelsalz kochsalz konservierungsstoff e250,44130,E
2219,fleischka 46 schweinefleisch wass speck schwar kalbfleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurz glucosesirup hefeextrak schmacksverstark mononatriumglutama antioxidationsmittel ascorbinsaur citronensaur stabilisator e 450 aas 19 kas 12 schink 12 schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 kartoffelstark glucosesirup wurz stabilisator e 450 e 451 antioxidationsmittel ascorbinsaur aroma bratspeck 11 schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck glucosesirup antioxidationsmittel e 301 e 331 enthal milch,44131,E
2220,rindfleisch speck nitritpokelsalz kochsalz konservierungsstoff natriumnitri wurz traubenzuck maltodextri zuck antioxidationsmittel natriumascorba rapsol wurzextrak essbar hull kollag rind aus auslandisch bioproduktio aus schweiz bioproduktio,44164,E
2221,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurz krautermischung 1 brau rohrzuck traubenzuck aus auslandisch bioproduktio aus schweiz bioproduktio,44169,E
2222,pouletfleisch 52 wass poulethau pouletfett nitritpokelsalz kochsalz konservierungsstoff e 250 wurzmischung zuck traubenzuck glucosesiruppulv hefeextrak antioxidationsmittel ascorbinsaur e 331 stabilisator e 450 hull rinderdarm,44196,E
2223,trutenfleisch 90 wass nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurz glucosesirup traubenzuck antioxidationsmittel e 301 e 331 saureregulator e 500 stabilisator e 450 e 451 verdickungsmittel johannisbrotkernmehl e 407a,44203,E
2224,schweinefleisch speck wass milch schwar jodier kochsalz wurz antioxidationsmittel natriumcitra zuck hull schweinedarm aus schweiz bioproduktio aus zertifizier bioproduktio enthal milch,44205,E
2225,schweinefleisch speck wass milch schwar jodier kochsalz wurz antioxidationsmittel natriumcitra zuck hull schafsaitling aus schweiz bioproduktio aus zertifizier bioproduktio enthal milch,44215,E
2226,wildlach 22 pinklach oncorhynchu gorbuscha ketalach oncorhynchu keta wildfang fang pazifik wass magermilch teigwar 10 hartweizengriess wass spina 9 sah weichka 6 sauerrahm zwiebel kas 52 mozzarella emmental rapsol modifizier kartoffelstark fischfo wass fischextrak weizenmehl jodier kochsalz zuck wurz oregano,44240,E
2227,schweinefleisch speck kalbfleisch 18 wass milch wurz jodier kochsalz glucosesirup milchprotei stabilisator diphospha traubenzuck saureregulator natriumaceta sauerungsmittel citronensaur hull schweinedarm,44271,E
2228,schweinefleisch speck wass kalbfleisch milch schwar petersilie kochsalz wurz enthal sellerie senf stabilisator e 452 milchzuck milchprotei antioxidationsmittel citronensaur schmacksverstark mononatriumglutama hull schweinedarm,44273,E
2229,kalbfleisch 39 schweinefleisch speck wass schwar jodier kochsalz wurzmischung milchprotei milchzuck traubenzuck stabilisator e 450 antioxidationsmittel citronensaur hull schweinedarm enthal milch,44276,E
2230,schweinefleisch speck nitritpokelsalz kochsalz konservierungsstoff e 250 wurz zuck antioxidationsmittel ascorbinsaur e 301 arom hull rinderdarm,44281,E
2231,schweinefleisch speck wass schwar jodier kochsalz wurzmischung traubenzuck zuck antioxidationsmittel citronensaur stabilisator e 450 e 451,44293,E
2232,magermilch molk rahm kochsalz milchprotei zuck verdickungsmittel e 415 guarkernmehl naturlich aroma konservierungsstoff e 202,44340,E
2233,schweinefleischa speckb wass rindfleischc schwar nitritpokelsalzkochsalz konservierungsstoff e 250 wurzmischung milch stabilisator e 450 e 452 antioxidationsmittel ascorbinsaur schmacksverstark mononatriumglutama hull rinderdarm enthal milch,44353,E
2234,schweinefleisch speck wass schwar nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurzmischung stabilisator e 452 antioxidationsmittel ascorbinsaur hull schafsaitling,44368,E
2235,cherrytoma,44369,A
2236,schweinefleisch speck rindfleisch wass schwar nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurzmischung traubenzuck stabilisator e 450 antioxidationsmittel ascorbinsaur aroma hull rinderdarm hergestell schweiz schweiz fleisch ipsuiss bauernhof,44374,E
2237,speck schweinefleisch rindfleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurz traubenzuck antioxidationsmittel ascorbinsaur e 301 schmacksverstark mononatriumglutama rum hull verzehr eign,44382,E
2238,schweinefleisch speck sonnenblumenol 3 nitritpokelsalz kochsalz konservierungsstoff e 250 wurz traubenzuck antioxidationsmittel ascorbinsaur,44383,E
2239,milch kochsalz rind farbstoff e160b zuckerkulor in produktionsstatt schnitt kuh schafsmilch verarbei ziegenmilch,44407,E
2240,wass kokosol 23 modifizier stark stark salz aroma olivenextrak farbstoff betacaroti,44422,E
2241,magermilch rahm maisstark meersalz aus schweiz bioproduktio aus auslandisch bioproduktio,44432,E
2242,milch kochsalz aus schweiz bioproduktio,44447,E
2243,milch kochsalz aus schweiz bioproduktio,44451,E
2244,biofeta friechisch bioweichka vollfett pasteurisier schafmilch 90 ziegenmilch 10,44470,E
2245,mozzarella kas 70 schweiz halbhartka vollfett thermisier milch 30 aus schweiz bioproduktio,44473,E
2246,magerquark pasteurisier magermilch rahm pasteurisier aus schweiz bioproduktio,44474,E
2247,schweinefleisch speck kochsalz traubenzuck wurz antioxidationsmittel e 301 konservierungsstoff e 250 e 252,44479,E
2248,kas 65 têt de moi kas 25 gruyèr kas 25 kas vollfett rohmilch hergestell 25 halbhartka vollfett thermisier milch 25 weisswei 32 enthal konservierungsstoff sulfi maisstark,44492,E
2249,gruyèr 67 schweiz hartka vollfett rohmilch hergestell raclett 33 schweiz halbhartka vollfett pasteurisier milch,44493,E
2250,schweiz emmental kas aop 71 wass schmelzsalz e 331 butt kochsalz,44508,E
2251,le gruyèr aop schweiz hartka vollfett rohmilch hergestell naturlicherwei laktosefrei vacheri fribourgeoi aop schweiz halbhartka vollfett thermisier milch naturlicherwei laktosefrei,44513,E
2252,schweiz kas naturlicherwei laktosefrei 58 davo 50 gruyèr kas aop 50 vacheri fribourgeoi kas aop weisswei wass kartoffelstark kirsch schmelzsalz e 339 e 452 kochsalz stabilisator johannisbrotkernmehl wurz wurzextrak,44528,E
2253,endiviensala,44542,D
2254,zwiebel,44703,A
2255,kartoffel,44710,E
2256,zwiebel,44722,A
2257,kohl,44728,A
2258,echalott,44735,A
2259,peterli glatt,44749,A
2260,bio koria,44753,A
2261,basilikum,44772,A
2262,kress,44782,A
2263,spargelspitz,44785,E
2264,spargel gru,44807,E
2265,peperoni,44823,C
2266,spargel,44830,E
2267,peperoni,44835,C
2268,wass weissmehl vollei 23 volleipulv palmol kochsalz musebouillo sonnenblumenol,44879,D
2269,kartoffel 70 weizenmehl 23 eier 25 freilandhaltung kochsalz sonnenblumenol aus auslandisch bioproduktio,44885,E
2270,hartweizendu wass ricotta kas 16 spina 14 paniermehl weizenmehl kochsalz hef eier 7 freilandhaltung sonnenblumenol zwiebel jodier kochsalz pfeff aus auslandisch bioproduktio aus schweiz bioproduktio,44886,E
2271,hartweizendu 72 eier freilandhaltung 17 wass jodier kochsalz aus auslandisch bioproduktio,44887,E
2272,traubensaf orangensaf baenmark mangomark passionsfruchtsaf,44899,D
2273,orangensaf fruchtfleisch,44908,D
2274,blutorangensaf,44910,D
2275,karott 19 kartoffelpulv 17 kartoffel kartoffelmehl vollmilch sellerie 13 eiweiss eier freilandhaltung weizenmehl zwiebel eier freilandhaltung sonnenblumenol magermilchpulv musebouillo petersilie schnittlauch jodier kochsalz knoblauchpulv aus auslandisch bioproduktio aus schweiz bioproduktio,44920,E
2276,tofu 73 wass sojaboh nigari panad 9 mai rohrzuck kochsalz emulgator sojalecithi sweetchili sauc 9 rohrohrzuck wass peperoncini apfelessig wachsmaisstark jodier kochsalz knoblauch sonnenblumenol aceto balsamico ingw zwiebelpulv jodier kochsalz wurzzubereitung weizenmehl weizenstark verdickungsmittel johannisbrotkernmehl aus auslandisch bioproduktio aus schweiz bioproduktio,44930,C
2277,tofu 96 wass sojaboh nigari rstenmalzextrak aceto balsamico jodier kochsalz musebouillo knoblauchpulv weiss pfeff aus auslandisch bioproduktio aus schweiz bioproduktio,44934,C
2278,kartoffel 72 rapsol zwiebel senf tafelessig weiss balsamico essig weinessig zuck farbstoff zuckerkulor krau kochsalz streuwurz eigelbpulv bodenhaltung zuck citrusfa antioxidationsmittel natriummetabisulfi maltodextri wurzextrak,44950,E
2279,teigwar koch 45 hartweizengriess wass toma 22 wass zwiebel rapsol tafelessig tomatenkonzentra zuck senf krau parmigiano reggiano kochsalz streuwurz wurz modifizier maisstark knoblauch karottensaftkonzentra sauerungsmittel citronensaur,44958,D
2280,sellerie 56 weinessig wass rapsol tafelessig senf modifizier maisstark zuck kochsalz zitrusfa eigelbpulv bodenhaltung streuwurz wurzextrak maltodextri,44961,E
2281,salatsauc french 324 sonnenblumenol wass weissweinessig senf wass senfsam tafelessig kochsalz zuck wurz dextro eigelb eier bodenhaltung zuck streuwurz jodier kochsalz dextro maltodextri hefeextrak wurz zwiebel knoblauch liebstockel lauch sonnenblumenol zwiebel jodier kochsalz hefeextrak knoblauch zwiebelpulv musebouillo kochsalz reismehl mus kurkuma olivenol verdickungsmittel e 415 endivie 162 koch eier 124 bodenhaltung endivie krau 92 chicoré rot 82 gruyèr aop kas 81 zuckerhu 81 trockenfleisch fleischerzeugni rohess 54 rindfleisch jodier kochsalz wurz gluko antioxidationsmittel e 301 e 331 konservierungsstoff e 252 wurzextrak kann enthal fisch glu krebstier sellerie sulfi schwefeldioxid soja erdnuss hartschalenob nuss sesamsam weichtier,44962,E
2282,kartoffel 72 rapsol zwiebel senf tafelessig weiss balsamico essig weinessig zuck farbstoff zuckerkulor krau kochsalz streuwurz eigelbpulv bodenhaltung zuck citrusfa antioxidationsmittel natriummetabisulfi maltodextri wurzextrak,44964,E
2283,koch reis 52 reis wass reisessig zuck kochsalz trehalo glukosequell sonnenblumenol atlantisch lach salmo salar 24 norweg zuch sauc zukedo 8 sojasauc wass soja kochsalz weiz zuck reiswei miri sauerungsmittel citronensaur e 338 sesamol honig wurz senf sesam sonnenblumenol maisstark emulgator sojalecithi gurk rettich fruhlingszwiebel sesamsam zubereitung sesamsam alg furikak sesamsam alg zuck kochsalz hefeextrak,44966,E
2284,weizenmehl mozzarella 20 wass koch trutenfleischerzeugni kartoffelstark 13 trutenfleisch ungar wass kartoffelstark nitritpokelsalz kochsalz jodier konservierungsstoff e 250 wurzmischung schmacksverstark mononatriumglutama glucosesirup zuck citrusfa hefeextrak verdickungsmittel e 407a johannisbrotkernmehl stabilisator e 450 e 451 antioxidationsmittel e 301 rosmarinextrak arom tomatenkonzentra 5 weizenprotei hef kochsalz jodier maisstark hartweizengriess olivenol wurz knoblauch rapsol zuck streuwurz reis wurzextrak malzmehl rst zitronensaftkonzentra mehlbehandlungsmittel ascorbinsaur kann fisch enthal,44969,E
2285,sellerie 56 weinessig wass rapsol tafelessig senf modifizier maisstark zuck kochsalz zitrusfa eigelbpulv bodenhaltung streuwurz wurzextrak maltodextri,44970,E
2286,salatsauc 353 wass rapsol eigelb eier bodenhaltung tafelessig senf zwiebelpulv streuwurz jodier kochsalz dextro maltodextri hefeextrak wurz zwiebel knoblauch liebstockel lauch sonnenblumenol hefeextrak zuck musebouillo verdickungsmittel e 415 knoblauchpulv pfeff kurkuma nusslisala 294 koch eier 294 bodenhaltung croûto 59 weizenmehl palmfett kochsalz zwiebel hefeextrak knoblauch petersilie aroma zuck hef kann enthal fisch krebstier milch sellerie sulfi schwefeldioxid soja erdnuss hartschalenob nuss sesamsam weichtier,44975,E
2287,gru boh 66 rapsol zwiebel weiss balsamico essig weinessig zuck farbstoff zuckerkulor senf schnittlauch tafelessig knoblauch krau streuwurz kochsalz modifizier maisstark zitronensaftkonzentra wurzextrak wurz,44977,E
2288,weizenmehl schmelzkasezubereitung 27 kas wass kartoffelstark butt kochsalz verdickungsmittel johannisbrotkernmehl wass tomatenkonzentra 4 sonnenblumenol hef weizenprotei meersalz maisstark zuck musebouillo reismehl hefeextrak knoblauch wurz zitronenkonzentra malzmehl rst aus schweiz bioproduktio aus auslandisch bioproduktio kann fisch enthal,44979,E
2289,salatsauc french 316 sonnenblumenol wass weissweinessig senf wass senfsam tafelessig kochsalz zuck wurz dextro eigelb eier bodenhaltung zuck streuwurz jodier kochsalz dextro maltodextri hefeextrak wurz zwiebel knoblauch liebstockel lauch sonnenblumenol zwiebel kochsalz hefeextrak knoblauch zwiebelpulv musebouillo kochsalz reismehl mus kurkuma olivenol verdickungsmittel e 415 endivie 226 maiskor 174 chicoré rot 89 zuckerhu 89 endivie krau 53 croûto 53 weizenmehl palmfett kochsalz zwiebel hefeextrak knoblauch petersilie aroma zuck hef kann enthal sellerie sulfi schwefeldioxid milch fisch krebstier erdnuss sesamsam weichtier hartschalenob nuss soja,44983,E
2290,romanasala rot 55 kopfsala gru 30 nusslisala 15 aus auslandisch bioproduktio aus schweiz bioproduktio,44989,D
2291,karott 50 sellerie 50 antioxidationsmittel ascorbi citronensaur aus auslandisch bioproduktio aus schweiz bioproduktio,44990,B
2292,karott aus auslandisch bioproduktio aus schweiz bioproduktio kann enthal sellerie,44991,B
2293,endivie chicoré rot eisbergsala endivie krau aus auslandisch bioproduktio aus schweiz bioproduktio,44996,D
2294,kopfsala gru 40 kopfsala rot 40 rucola 10 brunnenkress 5 petersilie glatt 5,44999,E
2295,kokosnussmilch 23 kichererb 20 quinoa karott weiz koch koch reis 6 zwiebel koch wildrei 5 wass peperoni toma kochsalz rapsol reisstark curry 04 krau peperoncini knoblauch zitronensaftkonzentra,45012,E
2296,koch reis 35 wass reis kochsalz pinklach oncorhynchu gorbuscha 25 wass karott 9 rahm buttermilchpulv verdickungsmittel e 407 zwiebel mehlschwitz weizenmehl palmfett weisswei rapsol jodier kochsalz zitronenschal naturlich aroma musebouillo jodier kochsalz reismehl traubenzuck karott wurzextrak sonnenblumenol rapsol knoblauchpa kochsalz zitronensaf konzentra sambal oelek chilipa kochsalz sauerungsmittel essigsaur dill streuwurz pfeff,45016,E
2297,hartweizendu wass eier 7 freilandhaltung ricotta kas 5 paniermehl weiz kas 45 basilikum 35 rapsol spina jodier kochsalz tomatenpulv spinatpulv weizenkleb naturlich arom randenpulv muskatnuss,45043,E
2298,wur 55 schweinefleisch wass speck nitritpokelsalz kochsalz konservierungsstoff e 250 wurz enthal sellerie traubenzuck antioxidationsmittel ascorbinsaur sauc 45 wass ketchup tomatenmark zuck branntweinessig apfelmark modifizier maisstark kochsalz curry wurz verdickungsmittel guarkernmehl johannisbrotkernmehl currypulv beutel kann enthal senf milch,45065,E
2299,kichererbsenzubereitung 38 kichererb 75 rapsol zwiebel reismehl kochsalz backtriebmittel e 500 kreuzkummel petersilie knoblauch kichererbsenzubereitung spina 31 kichererb 38 spina 38 rapsol reismehl zwiebel knoblauch wurz backtriebmittel e 500 ingw kochsalz sauerungsmittel citronensaur kichererbsenzubereitung rand quinoa 31 kichererb 35 rand 35 quinoa 9 rapsol zwiebel ingw reismehl kochsalz wurz backtriebmittel e 500,45068,E
2300,sonnenblumenol magermilch milchpulv krauteressig enthal sulfi wass eigelb freilandhaltung streuwurz barlauch 07 knoblauch salz verdickungsmittel e 415,45079,E
2301,sonnenblumenol magermilch milchpulv krauteressig enthal sulfi joghur teilentrahm 15 magermilch rahm milchprotei eigelb freilandhaltung streuwurz wurzzubereitung senf salz molkepulv zwiebel verdickungsmittel e 415 schmacksverstark mononatriumglutama,45088,E
2302,wass hartweizengriess vollei 10 freilandhaltung kochsalz palmol musebouillo sonnenblumenol,45091,E
2303,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 maltodextri basi weiz mai wurzextrak traubenzuck antioxidationsmittel e 301 stabilisator e 451 aroma,45123,E
2304,schweinefleisch kochsalz konservierungsstoff e 252,45133,E
2305,schweinefleisch kochsalz,45149,E
2306,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck konservierungsstoff e 252 naturlich aroma antioxidationsmittel rosmarinextrak,45204,E
2307,4 schweiz bioei koch farb,45206,E
2308,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurz traubenzuck maltodextri antioxidationsmittel e 301 konservierungsstoff e 252,45209,E
2309,eier,45215,E
2310,teilentrahm milch aus schweiz bioproduktio,45271,C
2311,joghur teilentrahm zuck erdbeersaf konzentra 5 fruchtzuck verdickungsmittel pekti zitronensaftkonzentra farb rotebetesaftkonzentra aroma,45276,D
2312,sauermilch teilentrahm zuck himbeerpuree konzentra 5 verdickungsmittel pekti modifizier wachsmaisstark arom farb randensaftkonzentra,45281,D
